,goals_result,count,source,zero_inf_koef,league,season
31,2-9,0.0,skellam dist,0.11,Serie A,2022
32,2-10,0.0,skellam dist,0.11,Serie A,2022
33,3-0,15.0,skellam dist,0.11,Serie A,2022
34,3-1,12.0,skellam dist,0.11,Serie A,2022
35,3-2,7.0,skellam dist,0.11,Serie A,2022
36,3-3,3.0,skellam dist,0.11,Serie A,2022
37,3-4,1.0,skellam dist,0.11,Serie A,2022
38,3-5,0.0,skellam dist,0.11,Serie A,2022
39,3-6,0.0,skellam dist,0.11,Serie A,2022
40,3-7,0.0,skellam dist,0.11,Serie A,2022
41,3-8,0.0,skellam dist,0.11,Serie A,2022
42,3-9,0.0,skellam dist,0.11,Serie A,2022
43,3-10,0.0,skellam dist,0.11,Serie A,2022
44,4-0,5.0,skellam dist,0.11,Serie A,2022
45,4-1,4.0,skellam dist,0.11,Serie A,2022
46,4-2,3.0,skellam dist,0.11,Serie A,2022
47,4-3,1.0,skellam dist,0.11,Serie A,2022
48,4-4,0.0,skellam dist,0.11,Serie A,2022
49,4-5,0.0,skellam dist,0.11,Serie A,2022
50,4-6,0.0,skellam dist,0.11,Serie A,2022
51,4-7,0.0,skellam dist,0.11,Serie A,2022
52,4-8,0.0,skellam dist,0.11,Serie A,2022
53,4-9,0.0,skellam dist,0.11,Serie A,2022
54,4-10,0.0,skellam dist,0.11,Serie A,2022
55,5-0,1.0,skellam dist,0.11,Serie A,2022
56,5-1,1.0,skellam dist,0.11,Serie A,2022
57,5-2,1.0,skellam dist,0.11,Serie A,2022
58,5-3,0.0,skellam dist,0.11,Serie A,2022
59,5-4,0.0,skellam dist,0.11,Serie A,2022
60,5-5,0.0,skellam dist,0.11,Serie A,2022
61,5-6,0.0,skellam dist,0.11,Serie A,2022
62,5-7,0.0,skellam dist,0.11,Serie A,2022
63,5-8,0.0,skellam dist,0.11,Serie A,2022
64,5-9,0.0,skellam dist,0.11,Serie A,2022
65,5-10,0.0,skellam dist,0.11,Serie A,2022
66,6-0,0.0,skellam dist,0.11,Serie A,2022
67,6-1,0.0,skellam dist,0.11,Serie A,2022
68,6-2,0.0,skellam dist,0.11,Serie A,2022
69,6-3,0.0,skellam dist,0.11,Serie A,2022
70,6-4,0.0,skellam dist,0.11,Serie A,2022
71,6-5,0.0,skellam dist,0.11,Serie A,2022
72,6-6,0.0,skellam dist,0.11,Serie A,2022
73,6-7,0.0,skellam dist,0.11,Serie A,2022
74,6-8,0.0,skellam dist,0.11,Serie A,2022
